Taxid	Assembly	Specie	assembly_level	RegionNb	GeneNb	tRNA	rRNA	Size	GC.content.avg	GC.content.med	Gene.GC.content.avg	Gene.GC.content.med	Gene.length.avg	Gene.length.med	Promoters.GC.content.avg	Promoters.GC.content.med	Intergenes.GC.content.avg	Intergenes.GC.content.med	Intergenes.length.avg	Intergenes.length.med	Intergenes.Convergent.GC.content.avg	Intergenes.Convergent.GC.content.med	Intergenes.Convergent.length.avg	Intergenes.Convergent.length.med	Intergenes.Convergent.nb	Intergenes.Divergent.GC.content.avg	Intergenes.Divergent.GC.content.med	Intergenes.Divergent.length.avg	Intergenes.Divergent.nb	Intergenes.Alignedpp.GC.content.avg	Intergenes.Alignedpp.GC.content.med	Intergenes.Alignedpp.length.avg	Intergenes.length.content.med	Intergenes.Alignedpp.nb	Intergenes.Alignedmm.GC.content.avg	Intergenes.Alignedmm.GC.content.med	Intergenes.Alignedmm.length.avg	Intergenes.Alignedmm.nb	Compaction	CompactionBp	ConvergentIntergeneProportion	AlignedIntergeneProportion	DivergentIntergeneProportion
187878	GCA_000022365.1	Thermococcus^gammatolerans^EJ3	Complete Genome	1	2211	46	4	2045438	0.535614865862471	NA	0.541385476697502	0.546455075258899	1181.04859218892	741	0.459654043945769	0.451612903225806	0.410640796660494	0.428239202657807	NA	NA	0.369577366938529	0.413793103448276	87.2275132275132	29	189	0.438344939425422	0.437566067653277	104.5	306	0.410987959861947	0.424657534246575	41	NA	499	0.409191751210753	0.423777653839004	41	614	0.00108094207695369	0.0287625437681318	0.008059887417756	0.0131292173118911	0.0156333264562407
43080	GCA_000022385.1	Sulfolobus^islandicus^L.S.2.15	Complete Genome	1	2787	44	3	2736272	0.351110196647117	NA	0.357687521646779	0.354192773600668	829.2087517934	726	0.286622651542006	0.274193548387097	0.264197727556495	0.264150943396226	NA	NA	0.285752556319572	0.298003072196621	299.122222222222	92	270	0.270366119601285	0.264150943396226	126	473	0.253131420533179	0.256112104949314	46	NA	682	0.262057022856287	0.259543628013777	45.5	556	0.00101853909260483	0.031799470228106	0.0295157060409199	0.0100187408269353	0.0217807294011706
172049	GCA_000022545.1	Thermococcus^sibiricus^MM^739	Complete Genome	1	2086	46	4	1845800	0.402012677429841	NA	0.408846019199616	0.4	804.628174413033	705	0.343776928552696	0.338709677419355	0.309983192893882	0.314400921658986	NA	NA	0.300251569670222	0.326409495548961	107.399061032864	54	213	0.31501624316948	0.312056737588652	121	327	0.316046443647269	0.315789473684211	46	NA	567	0.30397354245346	0.313186813186813	49	501	0.00113013327554448	0.0358825441542962	0.0123935420955683	0.014446310542854	0.0214362336114422
146826	GCA_000023945.1	Halorhabdus^utahensis^DSM^12940	Complete Genome	1	3048	45	4	3116795	0.628999661511264	NA	0.632839077962056	0.641341772151899	903.014107611549	756	0.554199038105808	0.564516129032258	0.542184677888771	0.568181818181818	NA	NA	0.589753323161301	0.6	109.945996275605	41	537	0.558040683092051	0.562962962962963	154	565	0.515423389354334	0.557251908396946	79	NA	789	0.525107702381715	0.557131638362619	85.5	784	0.000977927646829515	0.051425583010753	0.0189428563636684	0.02350908545477	0.027916497555983
57705	GCA_000023965.1	Halomicrobium^mukohataei^DSM^12286	Complete Genome	2	3409	47	12	3332349	0.648903348374392	NA	0.660987117578024	0.669902912621359	841.484979869929	738	0.57742682692513	0.596774193548387	0.564282242208624	0.594913609904832	NA	NA	0.621317906227244	0.636363636363636	130.523076923077	61.5	520	0.582157209485975	0.592	145	606	0.54527651853965	0.588235294117647	74	NA	873	0.53877660859417	0.581005586592179	80	937	0.00102300209251792	0.0505067146328311	0.0203676145565786	0.0241379279301178	0.0263687867027133
83171	GCA_000023985.1	Methanocaldococcus^fervens^AG86	Complete Genome	2	1626	37	6	1507251	0.324974804977937	NA	0.333325147393432	0.325	836.911320754717	742.5	0.258484430854042	0.258064516129032	0.231685939041009	0.223300970873786	NA	NA	0.181390955085518	0.162162162162162	101.597883597884	28	189	0.232153842355777	0.226666666666667	134	241	0.242679925531462	0.227097902097902	45	NA	506	0.239195801991125	0.227922077922078	36.5	510	0.00107878515257246	0.0351195653544101	0.0127397493848072	0.0136938041507353	0.0214257612036748
83816	GCA_000024185.1	Methanobrevibacter^ruminantium^M1	Complete Genome	1	2278	53	8	2937203	0.326409853183454	NA	0.362918109353166	0.362998405103668	1011.11695137976	759	0.212492563086791	0.193548387096774	0.189228861873579	0.175675675675676	NA	NA	0.17929187749968	0.169871794871795	278.766101694915	207	295	0.174449596489235	0.170731707317073	397	295	0.199810715196145	0.180859014725058	179	NA	778	0.18812782303583	0.175675675675676	183	855	0.00077556777655477	0.104051711781583	0.0279980648256181	0.0641787441998391	0.0398729675817436
73913	GCA_000024625.1	Methanocaldococcus^vulcanius^M7	Complete Genome	3	1785	36	6	1761737	0.359631141990892	NA	0.33202540167099	0.326501560631253	844.91186440678	727.5	0.25726100419394	0.241935483870968	0.218942934454652	0.210280023959269	NA	NA	0.173377462957172	0.162790697674419	137.775784753363	62	223	0.229985222324942	0.218340611353712	250	251	0.222093563579672	0.21256058490101	91	NA	538	0.22833971237418	0.214285714285714	92	606	0.00101320458161462	0.071964771132127	0.0174396064792872	0.036346514831669	0.035618256300458
84156	GCA_000025285.1	Archaeoglobus^profundus^DSM^5631	Complete Genome	2	1876	47	3	1563423	0.409256780164124	NA	0.426555636621875	0.422899353647276	773.633351149118	651	0.365089556534638	0.370967741935484	0.319469868208009	0.333333333333333	NA	NA	0.310054915811929	0.333333333333333	123.183006535948	43	153	0.335283021326958	0.333333333333333	82	285	0.313053610167682	0.333333333333333	33	NA	437	0.318886854522059	0.333333333333333	27	450	0.00119993117665533	0.0234159277431636	0.0120549588946818	0.00846795780796368	0.0149479699351999
62320	GCA_000025325.1	Haloterrigena^turkmenica^DSM^5511	Complete Genome	7	5177	52	10	5440782	0.60598253326228	NA	0.662980823004509	0.668488160291439	865.455166973442	762	0.556265888783626	0.564516129032258	0.567355328265671	0.58896499238965	NA	NA	0.618429774789164	0.625	181.335341365462	87	996	0.570014551137648	0.576271186440678	208	1027	0.550521600932587	0.582566483748417	122.5	NA	1300	0.544355092519544	0.57843137254902	115	1379	0.000951517631105235	0.0711675729702091	0.0331955957801655	0.0319055698243378	0.0392620031458713
54261	GCA_000025505.1	Ferroglobus^placidus^DSM^10642	Complete Genome	1	2535	50	3	2196266	0.441354098274071	NA	0.446899097508753	0.446886446886447	791.973964497041	678	0.360066740823137	0.354838709677419	0.309163957710122	0.327868852459016	NA	NA	0.307355620848954	0.364619845025742	201.586206896552	41	174	0.319603602924699	0.318768461713247	94	366	0.302586853529669	0.32851929092805	36	NA	648	0.310660401223473	0.333333333333333	35	505	0.00115423177338264	0.0243026117965674	0.0159707430702839	0.00863784259283712	0.0156647692037303
644281	GCA_000025525.1	Methanocaldococcus^sp.^FS406-22	Complete Genome	2	1860	36	6	1773136	0.318444758775039	NA	0.330200455319656	0.323029144768275	839.483766233766	726	0.264514245899478	0.258064516129032	0.23658910565563	0.233333333333333	NA	NA	0.167277161126075	0.154929577464789	142.541062801932	22	207	0.240369995975209	0.23015873015873	146	263	0.250746693434263	0.24	44.5	NA	602	0.244846080904916	0.241706161137441	54	585	0.00104898891004413	0.0405881161963888	0.0166405735375064	0.0189326989018327	0.0216554172945561
13769	GCA_000025625.1	Natrialba^magadii^ATCC^43099	Complete Genome	4	4267	46	12	4443643	0.600587782215604	NA	0.618184636337431	0.627707681523653	874.949279379157	771	0.529137257189523	0.532258064516129	0.527148145793068	0.549450549450549	NA	NA	0.566473883186231	0.570046728971963	157.817617866005	95	806	0.536339038350668	0.542472772905867	193.5	828	0.509154468574499	0.543465623843999	113	NA	1112	0.509652557117155	0.544117647058824	132	1103	0.000960248156748866	0.0716941032391666	0.0286253868728879	0.0356385515218032	0.0360555517173634
379547	GCA_000025665.1	Aciduliprofundum^boonei^T469	Complete Genome	1	1581	32	3	1486778	0.391579644035626	NA	0.399104491085617	0.394904458598726	896.654648956357	750	0.3222679660222	0.306451612903226	0.257822257950142	0.276903731430577	NA	NA	0.199689528886571	0.210526315789474	71.349593495935	8	123	0.287157800437553	0.284883720930233	90	267	0.268004418867632	0.282247015071443	34	NA	332	0.246900909579372	0.272727272727273	22	372	0.00106337328101438	0.0224445075189436	0.00590269697291728	0.00628204076196984	0.0161624667569738
2246	GCA_000025685.1	Haloferax^volcanii^DS2	Complete Genome	5	3991	43	6	4012900	0.610848727620152	NA	0.664089712607704	0.669947083118224	996.565445026178	940.5	0.574227856118652	0.580645161290323	0.578121310869078	0.604063531353135	NA	NA	0.642679567743883	0.657534246575342	115.862210095498	60	733	0.579772267341014	0.583656597774245	160	762	0.556484033028681	0.594594594594595	93	NA	1067	0.554429623447941	0.594747722226476	93	1076	0.00099454260011463	0.0574738966831967	0.0211634977198535	0.0270918786912208	0.0303820179919759
2176	GCA_000025865.1	Methanohalophilus^mahii^DSM^5219	Complete Genome	1	2050	52	9	2012424	0.426182057061534	NA	0.435301623786356	0.435897435897436	875.118048780488	753	0.343847976032885	0.338709677419355	0.291988525357257	0.307864010989011	NA	NA	0.247062819006294	0.282088008275643	90.9216417910448	23	268	0.311362229564818	0.309050939963614	181	302	0.30064057233666	0.3125	46	NA	605	0.293473349943317	0.308695652173913	48	643	0.00101867200947713	0.0435504645144363	0.0121082833438679	0.0163881965231979	0.0271622679912384
2257	GCA_000026045.1	Natronomonas^pharaonis^DSM^2160	Complete Genome	3	2964	46	3	2749696	0.604184557487089	NA	0.637272636669617	0.642105263157895	865.863387978142	726	0.571505800345986	0.580645161290323	0.555450829720061	0.580501152073733	NA	NA	0.632711413427909	0.625	73.0338600451467	26	443	0.568164853648608	0.575471698113208	134	551	0.52450931351355	0.567365873336023	61	NA	756	0.529138028075395	0.571428571428571	67	678	0.00107793734289172	0.0447253078158458	0.011766391630202	0.0178736122102225	0.0268516956056233
1175445	GCA_000063445.1	Methanocella^arvoryzae^MRE50	Complete Genome	1	3144	54	9	3179916	0.546029517760847	NA	0.55810062889916	0.568718755847836	5275.6615285806	759	0.430557621668631	0.419354838709677	0.425572482953062	0.438356164383562	NA	NA	0.45043584920449	0.462365591397849	192.626242544732	77	503	0.413583380251129	0.415162454873646	192	529	0.42831047499962	0.441441441441441	106	NA	825	0.41657367810952	0.434782608695652	72.5	936	0.000988705362028431	0.0568140793656185	0.0304696727838094	0.0248736130136771	0.0319404663519414
2242	GCA_000069025.1	Halobacterium^salinarum^R1	Complete Genome	5	2908	47	3	2668776	0.603504886970292	NA	0.677569394811553	0.687011813489886	844.097985347985	726	0.585260701967945	0.596774193548387	0.576931453933466	0.602904470161107	NA	NA	0.665824841462411	0.675675675675676	77.9684210526316	27	475	0.585835326851523	0.590361445783133	128	559	0.544370527572295	0.588323353293413	59	NA	667	0.543356373360948	0.592592592592593	61	759	0.00108963809626585	0.0454635383411721	0.013877148175793	0.0186527456781686	0.0268107926630036
2190	GCA_000091665.1	Methanocaldococcus^jannaschii^DSM^2661	Complete Genome	4	1821	37	6	1739927	0.295015345553797	NA	0.325318596098125	0.318463239358762	834.900455062571	714	0.251729911840061	0.241935483870968	0.225419482391952	0.220338983050847	NA	NA	0.170733418002289	0.188988095238095	159.421296296296	38	216	0.228147667535266	0.219246988782007	156	256	0.242181400665721	0.23021582733813	53	NA	551	0.228923134523728	0.223085248085248	67	536	0.00104659563303518	0.0452070690322065	0.019791060199652	0.0222543819367134	0.0229526870954931
54254	GCA_000092185.1	Thermosphaera^aggregans^DSM^11486	Complete Genome	1	1434	44	3	1316595	0.467343412362951	NA	0.475184492777788	0.466451699306679	840.02649930265	729	0.380906641052323	0.370967741935484	0.378636015117486	0.372340425531915	NA	NA	0.379619747723902	0.387474272272861	110.050632911392	21	158	0.353404425323248	0.351000351000351	100	238	0.382391876258709	0.378152929493545	43	NA	362	0.39073862127946	0.380952380952381	42	371	0.00108917320816196	0.0313163881072008	0.0132067948002233	0.0132394548057679	0.0180769333014329
67760	GCA_000092305.1	Methanocaldococcus^infernus^ME	Complete Genome	1	1487	38	6	1328194	0.336185075373025	NA	0.346528388141549	0.342273307790549	833.696032279758	744	0.282959326788219	0.274193548387097	0.249019087307069	0.239214238845144	NA	NA	0.19858882579681	0.1875	225.224137931034	23	58	0.25702879710106	0.236033083645443	93	204	0.238640375868778	0.242971887550201	15	NA	337	0.260842791317747	0.25	15	405	0.00111956536469823	0.0190273408854429	0.00983515962276593	0.00474328298426284	0.0142840579011801
84599	GCA_000092465.1	Staphylothermus^hellenicus^DSM^12710	Complete Genome	1	1647	44	3	1580347	0.36838301967859	NA	0.379026326516079	0.37037037037037	842.036429872495	732	0.318980315223934	0.306451612903226	0.296305862360968	0.294871794871795	NA	NA	0.302085363807272	0.308617372182518	160.272321428571	49.5	224	0.298146873916927	0.290803382663848	149.5	290	0.293360188236563	0.292079207920792	58	NA	335	0.294723717918252	0.294319097502014	50	532	0.00104217618029458	0.0463942412647349	0.0227171627496998	0.0189603928757418	0.027433848388993
242703	GCA_000144915.1	Acidilobus^saccharovorans^345-15	Complete Genome	1	1547	45	3	1496453	0.572173666663771	NA	0.576964025625975	0.576158940397351	879.795733678087	780	0.501578485129008	0.5	0.481639474292478	0.490290346907994	NA	NA	0.475059146422683	0.49228998849252	102.446428571429	55	168	0.486735832777149	0.488636363636364	137	299	0.485575607330439	0.493506493506493	63	NA	354	0.477188105250145	0.490066225165563	57	407	0.00103377787341133	0.0455283259815043	0.0115011964959809	0.0181549303586548	0.0273733956228495
145263	GCA_000145295.1	Methanothermobacter^marburgensis^str.^Marburg	Complete Genome	2	1806	40	8	1639135	0.470274238280502	NA	0.494575694214953	0.498717265604957	832.002219755827	706.5	0.388301760069534	0.387096774193548	0.352984656499795	0.352941176470588	NA	NA	0.339539916829988	0.352112676056338	96.5694444444444	66.5	216	0.336776556891229	0.333590932509016	140.5	234	0.364129067286973	0.36332503113325	29.5	NA	612	0.35276111160889	0.363636363636364	30	553	0.00110180064485232	0.0307096425858761	0.0127256144246813	0.0106521122421277	0.0200575303437484
334771	GCA_000145985.1	Ignisphaera^aggregans^DSM^17230	Complete Genome	1	1977	47	3	1875953	0.356865550469548	NA	0.366068454025507	0.356410256410256	820.18582278481	726	0.315801236683305	0.306451612903226	0.313926880329645	0.300613496932515	NA	NA	0.333662532152102	0.322090774655898	156.352112676056	55	284	0.300433076227426	0.292929292929293	149	343	0.312917114354416	0.298928254488361	59	NA	538	0.313073935022867	0.302643428510886	66.5	508	0.00105386435587672	0.0471067238891379	0.0236701026091805	0.0198635040430117	0.0272432198461262
54120	GCA_000147875.1	Methanolacinia^petrolearia^DSM^11571	Complete Genome	1	2842	48	7	2843290	0.473991748995002	NA	0.48249699249363	0.489271973956792	882.030964109782	762	0.365220615498702	0.354838709677419	0.317876027308034	0.333333333333333	NA	NA	0.315688526832295	0.339622641509434	169.723287671233	73	365	0.338801783879751	0.338129496402878	159	413	0.310715795088122	0.333333333333333	48	NA	885	0.315797276582721	0.333333333333333	58	725	0.000999546300236698	0.0386949625258064	0.0217877880905571	0.0155995343422584	0.0230954281835479
164451	GCA_000148385.1	Vulcanisaeta^distributa^DSM^14429	Complete Genome	1	2542	46	3	2374137	0.454277069941625	NA	0.460805125036523	0.460606060606061	842.882376081825	744	0.347135398040197	0.338709677419355	0.325893635552502	0.329268292682927	NA	NA	0.336698006613016	0.340909090909091	92.2276923076923	35	325	0.328446267840716	0.328125	110	489	0.320637654487212	0.325581395348837	55	NA	681	0.323913208240184	0.326923076923077	55	596	0.00107070484980437	0.0377379232959176	0.012625219184908	0.0150812695307811	0.0226566537651366
55802	GCA_000151105.2	Thermococcus^barophilus^MP	Complete Genome	2	2315	46	4	2064237	0.400395922299221	NA	0.423509750605752	0.416666666666667	825.459459459459	717	0.364190205582484	0.354838709677419	0.325322831011553	0.333333333333333	NA	NA	0.310191986557561	0.315789473684211	72.8341232227488	30	211	0.338234682415456	0.336231884057971	121	357	0.318747507583898	0.329268292682927	44	NA	593	0.329307171334503	0.333333333333333	47	623	0.00112147975256717	0.0360491552084378	0.00744488157125369	0.0151227790219825	0.0209263761864553
246969	GCA_000151205.2	Thermococcus^sp.^AM4	Complete Genome	1	2272	46	4	2086428	0.547809941200943	NA	0.555290222041949	0.563786008230453	832.422553751645	702	0.475291518554201	0.467741935483871	0.428674968030375	0.445499549954996	NA	NA	0.386066868878017	0.425959696433834	116.463917525773	27	194	0.457137380576905	0.45846664962944	113	354	0.425373553173054	0.440677966101695	42	NA	639	0.429178970194936	0.442542787286064	47	595	0.00108894244133994	0.0334212347610366	0.0108290341195574	0.0142487543303675	0.0191724804306691
97393	GCA_000152265.2	Ferroplasma^acidarmanus^fer1	Complete Genome	1	1999	45	3	1935211	0.364657910687775	NA	0.373592787968673	0.376811594202899	858.648148148148	765	0.261685128358656	0.258064516129032	0.221391214201506	0.239074550128535	NA	NA	0.207682034583881	0.243287671232877	109.651851851852	52.5	270	0.243887560134884	0.243827160493827	164	361	0.211588680986453	0.231209490396622	53	NA	544	0.223384392550411	0.240740740740741	69	458	0.00103296229713452	0.0483745700081283	0.0152985901795722	0.0177815235651306	0.0305930464429977
2180	GCA_000166095.1	Methanothermus^fervidus^DSM^2088	Complete Genome	1	1332	41	6	1243342	0.316369912703021	NA	0.326370020685776	0.314244306418219	876.893393393393	771	0.278049155145929	0.274193548387097	0.247482577633085	0.245508982035928	NA	NA	0.192905959031396	0.2	67.4157303370787	9	89	0.226175179110194	0.222953216374269	122	166	0.256033659652872	0.266666666666667	14	NA	357	0.262279283808393	0.257731958762887	16	361	0.0010713062053723	0.0210915419892516	0.00482570362780313	0.00480318367754005	0.0162883583117115
60847	GCA_000172995.2	Halogeometricum^borinquense^DSM^11551	Complete Genome	6	3955	50	6	3944467	0.59058951122258	NA	0.6144418751624	0.619827265281811	841.435593220339	726	0.526317937370201	0.532258064516129	0.512746878218851	0.531645569620253	NA	NA	0.562422594130384	0.565217391304348	124.097661623109	59	727	0.516642718600815	0.517647058823529	166	771	0.494429386931142	0.524193548387097	89	NA	1041	0.492162247857791	0.523809523809524	89	974	0.00100267032275844	0.0564317054750363	0.0228722917443599	0.0239847360872838	0.0324469693877525
155863	GCA_000179575.2	Methanothermococcus^okinawensis^IH1	Complete Genome	2	1641	38	7	1677455	0.280686336389867	NA	0.319108669989685	0.313218390804598	844.890251379522	729	0.194492926223281	0.17741935483871	0.156489901148981	0.140494989371394	NA	NA	0.121175125988787	0.0900974025974026	184.985436893204	89.5	206	0.155590774561104	0.148007590132827	271	219	0.160724127868494	0.140449438202247	113	NA	561	0.16539960607223	0.146190130624093	107	572	0.000978267673350403	0.0794787341538223	0.0227171518759073	0.0440983513715718	0.0353803827822505
2275	GCA_000186365.1	Desulfurococcus^mucosus^DSM^2162	Complete Genome	1	1395	46	3	1314639	0.531416609426618	NA	0.537778355558138	0.531835205992509	853.688172043011	756	0.472018260319556	0.467741935483871	0.493489154496499	0.49738219895288	NA	NA	0.544323895643174	0.533333333333333	104.043209876543	39	162	0.466910316210129	0.468229510602392	123	234	0.485837102079268	0.5	49	NA	297	0.494118761509163	0.5	45	408	0.00106112780770995	0.0376856308081534	0.0128210101784596	0.0157921680400475	0.0218934627681059
